SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),515 Sycamore St,Oakland,CA,94612,1195000,6,4.0,Oakland,3165,3999,1901,26,378,,Active,,,http://www.redfin.com/CA/Oakland/515-Sycamore-St-94612/home/525514,Bridge MLS,40842106,N,Y,37.8149877,-122.2688226
MLS Listing,,Single Family Residential,3214 NE Sylvan Ave,Oakland,CA,94602,699000,3,1.0,Laurel Heights,1313,4840,1926,26,532,,Active,,,http://www.redfin.com/CA/Oakland/3214-Sylvan-Ave-94602/home/528534,Bridge MLS,40842088,N,Y,37.799345,-122.1986604
MLS Listing,,Single Family Residential,6736 MacArthur Blvd,Oakland,CA,94605,524888,4,2.0,Oakland,1410,2894,1915,26,372,,Active,,,http://www.redfin.com/CA/Oakland/6736-MacArthur-Blvd-94605/home/17188182,Bridge MLS,40842084,N,Y,37.7714342,-122.1763536
MLS Listing,,Single Family Residential,4901 Lawton Ave,Oakland,CA,94609,1799000,3,3.0,Temescal,2424,2582,2003,27,742,,Active,,,http://www.redfin.com/CA/Oakland/4901-Lawton-Ave-94609/home/124624467,Bridge MLS,40842033,N,Y,37.8352033,-122.2571408
MLS Listing,,Single Family Residential,1094 70Th Ave,Oakland,CA,94621,299000,2,1.0,E Oakland,862,2500,1926,27,347,,Active,,,http://www.redfin.com/CA/Oakland/1094-70th-Ave-94621/home/813239,Bridge MLS,40842027,N,Y,37.758274,-122.1923533
MLS Listing,,Single Family Residential,997 55Th St,Oakland,CA,94608,610000,2,1.0,N Oakland,1048,3300,1922,27,582,,Active,,,http://www.redfin.com/CA/Oakland/997-55th-St-94608/home/1756671,Bridge MLS,40841985,N,Y,37.8388257,-122.2781712
MLS Listing,,Single Family Residential,4705 Fairfax Ave,OAKLAND,CA,94601,549000,3,1.0,OAKLAND,783,5000,1911,27,701,,Active,,,http://www.redfin.com/CA/Oakland/4705-Fairfax-Ave-94601/home/1910824,MLSListings,ML81727053,N,Y,37.7793335,-122.2045127
MLS Listing,,Single Family Residential,6915 Lockwood St,Oakland,CA,94621,449000,2,1.0,Oakland,1067,3280,1922,27,421,,Active,,,http://www.redfin.com/CA/Oakland/6915-Lockwood-St-94621/home/1330219,Bridge MLS,40841946,N,Y,37.764806,-122.1831857
MLS Listing,,Multi-Family (2-4 Unit),933 Wood St,Oakland,CA,94607,699000,6,2.0,Oakland,1896,2272,1895,28,369,,Active,,,http://www.redfin.com/CA/Oakland/933-Wood-St-94607/home/770782,Bridge MLS,40841816,N,Y,37.81024,-122.300667
MLS Listing,,Multi-Family (2-4 Unit),1150-1152 87th Ave,OAKLAND,CA,94621,699000,5,,OAKLAND,1736,5400,1922,28,403,,Active,,,http://www.redfin.com/CA/Oakland/1150-87th-Ave-94621/home/1041507,MLSListings,ML81726930,N,Y,37.749833,-122.1798156
MLS Listing,,Single Family Residential,843 40th St,Oakland,CA,94608,949000,5,2.5,North Oakland,2011,4200,1932,28,472,,Active,,,http://www.redfin.com/CA/Oakland/843-40th-St-94608/home/527574,Bridge MLS,40841748,N,Y,37.830197,-122.2725444
MLS Listing,,Single Family Residential,4021 Whittle Ave,Oakland,CA,94602,799999,2,2.0,Oakland,1055,5250,1940,28,758,,Active,,,http://www.redfin.com/CA/Oakland/4021-Whittle-Ave-94602/home/1924997,Bridge MLS,40841742,N,Y,37.8058928,-122.2093562
MLS Listing,,Single Family Residential,7814 Plymouth St,Oakland,CA,94621,448000,2,1.0,Eastmont,1036,3150,1928,28,432,,Active,,,http://www.redfin.com/CA/Oakland/7814-Plymouth-St-94621/home/575481,Bridge MLS,40841735,N,Y,37.7607721,-122.1778201
MLS Listing,,Single Family Residential,3901 35th Ave,Oakland,CA,94619,595000,3,2.0,Laurel,1233,2795,1987,29,483,,Active,,,http://www.redfin.com/CA/Oakland/3901-35th-Ave-94619/home/541051,Bridge MLS,40841670,N,Y,37.796508,-122.19647
MLS Listing,,Single Family Residential,2011 82nd Ave,Oakland,CA,95461,515000,3,1.5,Alameda County,1850,4600,1945,29,278,,Active,,,http://www.redfin.com/CA/Oakland/2011-82nd-Ave-94621/home/1881977,BAREIS,21826331,N,Y,37.7594833,-122.1720107
MLS Listing,,Single Family Residential,70 Somerset Rd,Piedmont,CA,94611,2280000,5,5.0,Piedmont,4487,14760,1956,29,508,,Active,November-11-2018 02:00 PM,November-11-2018 04:30 PM,http://www.redfin.com/CA/Piedmont/70-Somerset-Rd-94611/home/1343211,Bridge MLS,40841639,N,Y,37.8210806,-122.2146205
MLS Listing,,Single Family Residential,7107 Holly St,Oakland,CA,94621,305000,2,1.0,East Oakland,1000,4851,1922,30,305,,Active,,,http://www.redfin.com/CA/Oakland/7107-Holly-St-94621/home/1702676,Bridge MLS,40841620,N,Y,37.762989,-122.184255
MLS Listing,,Single Family Residential,10318 Voltaire Ave,Oakland,CA,94603,549000,4,2.0,Oakland,1266,3125,1920,30,434,,Active,,,http://www.redfin.com/CA/Oakland/10318-Voltaire-Ave-94603/home/1744886,San Francisco MLS,477294,N,Y,37.7439789,-122.1554233
MLS Listing,,Single Family Residential,4526 Merrill Ave,Oakland,CA,94619,649000,2,1.0,Oakland,1146,2856,1915,30,566,,Active,November-11-2018 02:00 PM,November-11-2018 04:00 PM,http://www.redfin.com/CA/Oakland/4526-Merrill-Ave-94619/home/1833129,San Francisco MLS,477292,N,Y,37.7864011,-122.1905021
MLS Listing,,Single Family Residential,8117 Skyline Blvd,Oakland,CA,94611,868000,3,2.5,Montclair,2081,6282,1977,30,417,,Active,,,http://www.redfin.com/CA/Oakland/8117-Skyline-Blvd-94611/home/1952995,Bridge MLS,40841606,N,Y,37.8363526,-122.1863562
MLS Listing,,Single Family Residential,4649 Fieldbrook Rd,Oakland,CA,94619,749000,3,1.5,Crestmont,1752,6000,1948,31,428,,Active,,,http://www.redfin.com/CA/Oakland/4649-Fieldbrook-Rd-94619/home/1962943,Bridge MLS,40841558,N,Y,37.7952879,-122.1807912
MLS Listing,,Single Family Residential,6480 Farallon Way,Oakland,CA,94611,865000,3,2.0,Montclair,1746,8200,1974,31,495,,Active,,,http://www.redfin.com/CA/Oakland/6480-Farallon-Way-94611/home/1533797,Bridge MLS,40841266,N,Y,37.8456601,-122.2128029
MLS Listing,,Single Family Residential,2427 23Rd Ave,Oakland,CA,94606,669888,3,1.5,Highland,1356,3400,1925,32,494,,Active,,,http://www.redfin.com/CA/Oakland/2427-23rd-Ave-94606/home/1040532,Bridge MLS,40841524,N,Y,37.7913396,-122.2288052
MLS Listing,,Single Family Residential,4434 Penniman Ave,Oakland,CA,94619,568000,2,1.5,Maxwell  Park,722,5586,1916,32,787,,Active,,,http://www.redfin.com/CA/Oakland/4434-Penniman-Ave-94619/home/561399,Bridge MLS,40841501,N,Y,37.7825789,-122.1988821
MLS Listing,,Multi-Family (2-4 Unit),610 Oakland Ave,Oakland,CA,94611,1200000,,,Oakland,2413,4166,1909,32,497,,Active,,,http://www.redfin.com/CA/Oakland/610-Oakland-Ave-94611/home/785019,Bridge MLS,40841427,N,Y,37.8203617,-122.2508485
MLS Listing,,Single Family Residential,4122 Redding St,Oakland,CA,94619,698000,2,2.0,Laurel Dist,1201,3185,2004,32,581,,Active,,,http://www.redfin.com/CA/Oakland/4122-Redding-St-94619/home/22727667,Bridge MLS,40841406,N,Y,37.7890265,-122.197419
MLS Listing,,Single Family Residential,4633 Davenport Ave,Oakland,CA,94619,1095000,4,2.0,Redwood Heights,2318,12690,1935,32,472,,Active,,,http://www.redfin.com/CA/Oakland/4633-Davenport-Ave-94619/home/1999645,Bridge MLS,40841386,N,Y,37.7884656,-122.1838509
MLS Listing,,Single Family Residential,2016 23Rd Ave,Oakland,CA,94606,559000,3,2.5,San Antonio,1594,4393,1900,33,351,,Active,,,http://www.redfin.com/CA/Oakland/2016-23rd-Ave-94606/home/771919,Bridge MLS,40841351,N,Y,37.787842,-122.231707
MLS Listing,,Multi-Family (2-4 Unit),3229 Logan St,Oakland,CA,94601,550000,3,2.0,Oakland,1095,2620,1910,33,502,,Active,,,http://www.redfin.com/CA/Oakland/3229-Logan-St-94601/home/1952291,Bridge MLS,40841348,N,Y,37.7872496,-122.2204719
MLS Listing,,Multi-Family (2-4 Unit),404 Euclid Ave,Oakland,CA,94610,899000,4,2.0,Adams Point,2200,2952,1917,33,409,,Active,,,http://www.redfin.com/CA/Oakland/404-Euclid-Ave-94610/home/535967,Bridge MLS,40841339,N,Y,37.8105463,-122.2511867
MLS Listing,,Townhouse,605 Palisade Dr,Oakland,CA,94607,699000,2,2.5,Oakland West,1265,,2009,33,553,225,Active,,,http://www.redfin.com/CA/Oakland/605-Palisade-Dr-94607/home/22961288,Bridge MLS,40841336,N,Y,37.813026,-122.299402
MLS Listing,,Single Family Residential,2248 E 25th St,Oakland,CA,94606,810000,4,2.0,Oakland,1336,4200,,33,606,,Active,,,http://www.redfin.com/CA/Oakland/2248-E-25th-St-94606/home/534437,San Francisco MLS,477190,N,Y,37.7919224,-122.2288496
MLS Listing,,Single Family Residential,3212 Brookdale Ave,Oakland,CA,94602,615000,3,2.0,Oakland,1398,5775,1919,33,440,,Active,,,http://www.redfin.com/CA/Oakland/3212-Brookdale-Ave-94602/home/834776,Bridge MLS,40841251,N,Y,37.7912408,-122.2131022
MLS Listing,,Single Family Residential,3143 California St,Oakland,CA,94602,698000,2,1.0,Oakland,1210,3400,1927,33,577,,Active,,,http://www.redfin.com/CA/Oakland/3143-California-St-94602/home/1946055,Bridge MLS,40841233,N,Y,37.7978183,-122.2006112
MLS Listing,,Single Family Residential,4008 Park Blvd,Oakland,CA,94602,899000,2,1.0,Glenview,1407,2625,1924,33,639,,Active,,,http://www.redfin.com/CA/Oakland/4008-Park-Blvd-94602/home/2000290,Bridge MLS,40841177,N,Y,37.8057046,-122.2255695
MLS Listing,,Multi-Family (2-4 Unit),474 Clifton St,Oakland,CA,94618,2100000,9,5.0,Rockridge,3260,5629,1967,34,644,,Active,,,http://www.redfin.com/CA/Oakland/474-Clifton-St-94618/home/1570738,Bridge MLS,40841162,N,Y,37.8408532,-122.2577894
MLS Listing,,Single Family Residential,3240 Nicol Ave,Oakland,CA,94602,649888,2,1.0,Laurel/Fruitvale,885,3745,1914,34,734,,Active,,,http://www.redfin.com/CA/Oakland/3240-Nicol-Ave-94602/home/1628199,Bridge MLS,40841148,N,Y,37.7916492,-122.2119163
MLS Listing,,Single Family Residential,3113 Linden St,Oakland,CA,94608,995000,3,2.0,West Oakland,982,6600,1893,34,1013,,Active,,,http://www.redfin.com/CA/Oakland/3113-Linden-St-94608/home/1799711,Bridge MLS,40841140,N,Y,37.8227613,-122.2793231
MLS Listing,,Multi-Family (5+ Unit),,Oakland,CA,94610,1595000,9,7.5,Oakland,3752,4900,1926,34,425,,Active,,,http://www.redfin.com/CA/Oakland/Undisclosed-address-94610/home/2000340,Bridge MLS,40841132,N,Y,37.8071385,-122.2425892
MLS Listing,,Multi-Family (2-4 Unit),3117 Minna Ave,Oakland,CA,94619,560000,,,Allendale,1955,4133,1924,34,286,,Active,,,http://www.redfin.com/CA/Oakland/3117-Minna-Ave-94619/home/1496788,Bridge MLS,40841110,N,Y,37.7871289,-122.2018083
MLS Listing,,Single Family Residential,1421 67Th Ave,Oakland,CA,94621,599000,5,3.0,Havenscourt,3182,4902,1925,34,188,,Active,,,http://www.redfin.com/CA/Oakland/1421-67th-Ave-94621/home/1798732,Bridge MLS,40841098,N,Y,37.7620183,-122.1914776
MLS Listing,,Multi-Family (2-4 Unit),2460 Park Blvd,Oakland,CA,94606,1100000,6,6.0,Oakland,4104,5275,1952,34,268,,Active,,,http://www.redfin.com/CA/Oakland/2460-Park-Blvd-94606/home/1563424,Bridge MLS,40841094,N,Y,37.8020108,-122.2425449
MLS Listing,,Multi-Family (2-4 Unit),5247 Miles Ave,Oakland,CA,94618,1595000,5,4.0,Oakland,2995,9623,1950,34,533,,Active,,,http://www.redfin.com/CA/Oakland/5247-Miles-Ave-94618/home/1994718,Bridge MLS,40841089,N,Y,37.8399629,-122.2581439
MLS Listing,,Single Family Residential,2675 Monterey Blvd,Oakland,CA,94602,949000,4,2.0,Oakmore,1958,7620,1951,34,485,,Active,November-11-2018 02:00 PM,November-11-2018 04:30 PM,http://www.redfin.com/CA/Oakland/2675-Monterey-Blvd-94602/home/545385,Bridge MLS,40841009,N,Y,37.8137652,-122.2017196
MLS Listing,,Townhouse,1861 Grand View Dr,Oakland,CA,94618,925000,3,3.0,Hiller Highlands,2055,2128,1995,34,450,267,Active,,,http://www.redfin.com/CA/Oakland/1861-Grand-View-Dr-94618/home/1946996,Bridge MLS,40840998,N,Y,37.8564059,-122.2275594
MLS Listing,,Multi-Family (2-4 Unit),2826 Havenscourt,Oakland,CA,94605,788000,4,2.0,Oakland,2992,3800,1928,35,263,,Active,,,http://www.redfin.com/CA/Oakland/2826-Havenscourt-Blvd-94605/home/146450553,Bridge MLS,40840938,N,Y,37.7701266,-122.1816337
MLS Listing,,Single Family Residential,2534 14Th Ave,Oakland,CA,94606,499000,2,1.0,Highland Park,1547,3700,1919,35,323,,Active,,,http://www.redfin.com/CA/Oakland/2534-14th-Ave-94606/home/1952157,Bridge MLS,40840871,N,Y,37.7958643,-122.2346116
MLS Listing,,Single Family Residential,3005 Courtland Ave,Oakland,CA,94619,589000,2,1.0,Alameda County,986,4092,1947,35,597,,Active,,,http://www.redfin.com/CA/Oakland/3005-Courtland-Ave-94619/home/922072,BAREIS,21825547,N,Y,37.7833523,-122.1997688
MLS Listing,,Multi-Family (2-4 Unit),5432 Foothill Blvd,Oakland,CA,94601,660000,5,3.0,Melrose Heights,2700,6000,1932,36,244,,Active,,,http://www.redfin.com/CA/Oakland/5432-Foothill-Blvd-94601/home/57181093,Bridge MLS,40840810,N,Y,37.7728577,-122.1975077
MLS Listing,,Single Family Residential,1505 Mitchell St,Oakland,CA,94601,529000,3,2.0,Fruitvale,1506,2490,1920,36,351,,Active,,,http://www.redfin.com/CA/Oakland/1505-Mitchell-St-94601/home/2044756,Bridge MLS,40840791,N,Y,37.7813084,-122.2300463
MLS Listing,,Single Family Residential,7994 Macarthur Blvd,Oakland,CA,94605,549950,0,,East Oakland,1392,10008,1923,36,395,,Active,,,http://www.redfin.com/CA/Oakland/7994-MacArthur-Blvd-94605/home/21839668,Bridge MLS,40840752,N,Y,37.7641441,-122.1658905
MLS Listing,,Single Family Residential,673 45Th St,Oakland,CA,94609,1115950,3,2.5,Oakland,1776,2500,2018,36,628,,Active,,,http://www.redfin.com/CA/Oakland/673-45th-St-94609/home/1562586,Bridge MLS,40840716,N,Y,37.833535,-122.2682356
MLS Listing,,Single Family Residential,2456 89th Ave,Oakland,CA,94605,550000,2,1.0,E Oakland,1022,4800,1941,37,538,,Active,,,http://www.redfin.com/CA/Oakland/2456-89th-Ave-94605/home/1458727,Bridge MLS,40840699,N,Y,37.7560688,-122.1620319
MLS Listing,,Single Family Residential,2026 Myrtle St,Oakland,CA,94607,945000,4,2.5,West Oak,2036,2850,2008,38,464,,Active,,,http://www.redfin.com/CA/Oakland/2026-Myrtle-St-94607/home/12298290,Bridge MLS,40840639,N,Y,37.81336,-122.2799876
MLS Listing,,Single Family Residential,865 34TH St,Oakland,CA,94608,699000,3,3.0,West Oakland,2173,3434,1911,39,322,,Active,,,http://www.redfin.com/CA/Oakland/865-34th-St-94608/home/2004742,Bridge MLS,40840584,N,Y,37.8242049,-122.274361
MLS Listing,,Multi-Family (2-4 Unit),925 E 11Th St,Oakland,CA,94606,714000,4,2.0,Clinton Park,2265,6750,1897,39,315,,Active,,,http://www.redfin.com/CA/Oakland/925-E-11th-St-94606/home/1397925,Bridge MLS,40840570,N,Y,37.7909606,-122.2522502
MLS Listing,,Single Family Residential,1006 57Th St,Oakland,CA,94608,839000,3,2.0,Oakland,1396,4000,1908,39,601,,Active,,,http://www.redfin.com/CA/Oakland/1006-57th-St-94608/home/1285788,Bridge MLS,40840569,N,Y,37.8412413,-122.2787201
MLS Listing,,Multi-Family (2-4 Unit),832 7Th Ave,Oakland,CA,94606,735000,5,2.0,Oakland,2407,2250,1913,39,305,,Active,,,http://www.redfin.com/CA/Oakland/832-7th-Ave-94606/home/532171,Bridge MLS,40840557,N,Y,37.791883,-122.255194
MLS Listing,,Single Family Residential,2409 Ransom Ave,Oakland,CA,94601,699000,4,3.0,Harrington,1186,8750,1924,39,589,,Active,,,http://www.redfin.com/CA/Oakland/2409-Ransom-Ave-94601/home/1970529,Bridge MLS,40840556,N,Y,37.7847801,-122.2103647
MLS Listing,,Single Family Residential,6055 Rockwell St,Oakland,CA,94618,1600000,3,2.0,Rockridge,1749,6960,1936,39,915,,Active,,,http://www.redfin.com/CA/Oakland/6055-Rockwell-St-94618/home/844299,Bridge MLS,40840452,N,Y,37.8501865,-122.2490595
MLS Listing,,Single Family Residential,6588 Longwalk Dr,Oakland,CA,94611,1399000,4,4.0,Piedmont Pines,3170,7152,2018,39,441,,Active,,,http://www.redfin.com/CA/Oakland/6588-Longwalk-Dr-94611/home/39909827,Bridge MLS,40840441,N,Y,37.8248879,-122.1889502
MLS Listing,,Single Family Residential,2828 25Th Ave,Oakland,CA,94601,479000,2,1.0,Upper Fruitvale,933,4294,1920,39,513,,Active,,,http://www.redfin.com/CA/Oakland/2828-25th-Ave-94601/home/1888554,Bridge MLS,40840436,N,Y,37.7949076,-122.2227326
MLS Listing,,Single Family Residential,1000 89Th Ave,Oakland,CA,94621,399950,7,4.0,E Oakland,2400,7945,1911,39,167,,Active,,,http://www.redfin.com/CA/Oakland/1000-89th-Ave-94621/home/582735,Bridge MLS,40840421,N,Y,37.7474374,-122.1811903
MLS Listing,,Single Family Residential,1055 56Th St,Oakland,CA,94608,899950,4,1.5,Golden Gate,1680,3913,1905,40,536,,Active,,,http://www.redfin.com/CA/Oakland/1055-56th-St-94608/home/530300,Bridge MLS,40840394,N,Y,37.8391022,-122.2804306
MLS Listing,,Multi-Family (2-4 Unit),995 54Th St,Oakland,CA,94608,950000,,,Golden Gate,2418,4800,1910,40,393,,Active,,,http://www.redfin.com/CA/Oakland/995-54th-St-94608/home/2013351,Bridge MLS,40840389,N,Y,37.8381029,-122.27778
MLS Listing,,Single Family Residential,2457 65th Ave,Oakland,CA,94605,590000,3,3.0,Alameda County,1900,3999,1952,40,311,,Active,,,http://www.redfin.com/CA/Oakland/2457-65th-Ave-94605/home/1458553,BAREIS,21825402,N,Y,37.767794,-122.1875756
MLS Listing,,Multi-Family (2-4 Unit),1508 Magnolia St,Oakland,CA,94607,795000,3,2.0,Oakland,1818,4800,,40,437,,Active,,,http://www.redfin.com/CA/Oakland/1508-Magnolia-St-94607/home/1929077,San Francisco MLS,476782,N,Y,37.8106292,-122.2867215
MLS Listing,,Single Family Residential,5 Diablo Dr,Oakland,CA,94611,2600000,5,5.5,Montclair Hills,4722,7280,2003,40,551,,Active,,,http://www.redfin.com/CA/Oakland/5-Diablo-Dr-94611/home/2017900,Bridge MLS,40840300,N,Y,37.8473122,-122.2009216
MLS Listing,,Single Family Residential,3714 keller Ave,Oakland,CA,94605,768000,4,2.5,Eastmont,2451,5000,1942,41,313,,Active,,,http://www.redfin.com/CA/Oakland/3714-Keller-Ave-94605/home/1289987,Bridge MLS,40840254,N,Y,37.7698437,-122.1584394
MLS Listing,,Multi-Family (2-4 Unit),1714 33rd Ave,Oakland,CA,94601,649000,5,2.0,Oakland,1946,2100,1925,41,334,,Active,November-10-2018 01:00 PM,November-10-2018 04:00 PM,http://www.redfin.com/CA/Oakland/1714-33rd-Ave-94601/home/963292,Bridge MLS,40840245,N,Y,37.7813721,-122.222511
MLS Listing,,Single Family Residential,6281 Aspinwall Rd,Oakland,CA,94611,1449888,4,4.0,Montclair Hills,2959,13648,1935,41,490,,Active,,,http://www.redfin.com/CA/Oakland/6281-Aspinwall-Rd-94611/home/1357593,Bridge MLS,40840056,N,Y,37.8380772,-122.2062861
MLS Listing,,Single Family Residential,5021 E 12Th St,Oakland,CA,94601,449000,4,1.0,East Oakland,874,2750,1900,42,514,,Active,,,http://www.redfin.com/CA/Oakland/5021-E-12th-St-94601/home/1041146,Bridge MLS,40839952,N,Y,37.7671983,-122.2103204
MLS Listing,,Single Family Residential,2639 Ritchie St,Oakland,CA,94605,499000,4,2.0,Eastmont,1147,4440,1923,42,435,,Active,,,http://www.redfin.com/CA/Oakland/2639-Ritchie-St-94605/home/1981525,Bridge MLS,40839951,N,Y,37.7630321,-122.1704917
MLS Listing,,Multi-Family (2-4 Unit),,Oakland,CA,94610,898000,4,2.0,Oakland,1876,4400,1947,43,479,,Active,,,http://www.redfin.com/CA/Oakland/Undisclosed-address-94610/home/535196,Bridge MLS,40839862,N,Y,37.8033236,-122.2367833
MLS Listing,,Single Family Residential,7875 Garfield Ave,Oakland,CA,94605,597950,4,2.5,Eastmont Mall,1774,2500,1920,43,337,,Active,,,http://www.redfin.com/CA/Oakland/7875-Garfield-Ave-94605/home/573767,Bridge MLS,40839813,N,Y,37.7630875,-122.172055
MLS Listing,,Multi-Family (2-4 Unit),2223 E 23rd St,Oakland,CA,94606,1188000,12,6.0,Oakland,3981,7000,1898,45,298,,Active,,,http://www.redfin.com/CA/Oakland/2223-E-23rd-St-94606/home/1329197,Bridge MLS,40839757,N,Y,37.790628,-122.231358
MLS Listing,,Single Family Residential,13514 Campus Dr,Oakland,CA,94605,3100000,6,6.0,Ridgemont,5901,16197,2006,46,525,,Active,,,http://www.redfin.com/CA/Oakland/13514-Campus-Dr-94605/home/17188178,Bridge MLS,40839676,N,Y,37.7825341,-122.1579737
MLS Listing,,Single Family Residential,1214 91st Ave,OAKLAND,CA,94603,368000,2,1.0,OAKLAND,672,2725,1926,46,548,,Active,,,http://www.redfin.com/CA/Oakland/1214-91st-Ave-94603/home/586532,MLSListings,ML81724628,N,Y,37.7476718,-122.1768999
MLS Listing,,Single Family Residential,6488 Melville Ln,Oakland,CA,94611,959000,4,3.0,Piedmont Pines,2166,5520,1959,46,443,,Active,,,http://www.redfin.com/CA/Oakland/6488-Melville-Ln-94611/home/1330801,Bridge MLS,40839530,N,Y,37.8232577,-122.1875756
MLS Listing,,Single Family Residential,567 Aileen St,Oakland,CA,94609,988800,2,2.0,Idora Park,1554,4480,1931,46,636,,Active,,,http://www.redfin.com/CA/Oakland/567-Aileen-St-94609/home/1362048,Bridge MLS,40839491,Y,Y,37.8417824,-122.2636385
MLS Listing,,Single Family Residential,5951 Grizzly Peak Blvd,Oakland,CA,94611,1250000,3,3.0,Montclair,2272,22586,1995,47,550,,Active,,,http://www.redfin.com/CA/Oakland/5951-Grizzly-Peak-Blvd-94611/home/552732,Bridge MLS,40839440,N,Y,37.8530282,-122.2115395
MLS Listing,,Single Family Residential,5247 Desmond St,Oakland,CA,94618,2250000,4,3.5,Rockridge,2994,4440,1914,48,752,,Active,,,http://www.redfin.com/CA/Oakland/5247-Desmond-St-94618/home/529836,Bridge MLS,40839135,N,Y,37.837256,-122.2523832
MLS Listing,,Single Family Residential,5876 Ocean View Dr,Oakland,CA,94618,1595000,3,1.5,College Avenue,2018,4400,1912,48,790,,Active,,,http://www.redfin.com/CA/Oakland/5876-Ocean-View-Dr-94618/home/1881303,Bridge MLS,40839109,N,Y,37.845783,-122.24597
MLS Listing,,Single Family Residential,5834 Skyline Blvd,Oakland,CA,94611,1948000,4,4.0,Oakland,3005,29058,2010,48,648,,Active,,,http://www.redfin.com/CA/Oakland/5834-Skyline-Blvd-94611/home/40086798,San Francisco MLS,476334,N,Y,37.8536597,-122.2120936
MLS Listing,,Single Family Residential,5834 Skyline Blvd,Oakland,CA,94611,1948000,4,4.0,Montclair,3005,29058,2010,48,648,,Active,,,http://www.redfin.com/CA/Oakland/5834-Skyline-Blvd-94611/home/28764055,Bridge MLS,40839106,N,Y,37.8536597,-122.2120936
MLS Listing,,Multi-Family (2-4 Unit),7528 Garfield Ave,Oakland,CA,94605,399000,2,2.0,Oakland,1296,3701,1947,49,308,,Active,,,http://www.redfin.com/CA/Oakland/7528-Garfield-Ave-94605/home/1728044,Bridge MLS,40839018,N,Y,37.7655275,-122.173962
MLS Listing,,Single Family Residential,2500 83rd Ave,Oakland,CA,94605,275000,3,1.0,Oakland,1126,4305,1926,50,244,,Active,,,http://www.redfin.com/CA/Oakland/2500-83rd-Ave-94605/home/584758,Bridge MLS,40838975,N,Y,37.7613597,-122.1653583
MLS Listing,,Multi-Family (2-4 Unit),1203 54th St,Emeryville,CA,94608,925000,4,2.0,Emeryville,1760,4134,1944,51,526,,Active,,,http://www.redfin.com/CA/Oakland/1203-54th-St-94608/home/634384,Bridge MLS,40838834,N,Y,37.837185,-122.284623
MLS Listing,,Multi-Family (2-4 Unit),1222 84Th Ave,Oakland,CA,94621,515000,4,2.0,Oakland,2110,6500,1958,53,244,,Active,,,http://www.redfin.com/CA/Oakland/1222-84th-Ave-94621/home/1667666,Bridge MLS,40838751,N,Y,37.75257,-122.1802591
MLS Listing,,Multi-Family (2-4 Unit),968 45th St,Oakland,CA,94608,1900000,8,4.0,Alameda County,2970,5001,1966,53,640,,Active,,,http://www.redfin.com/CA/Oakland/968-45th-St-94608/home/1585848,BAREIS,21824287,N,Y,37.8350161,-122.274804
MLS Listing,,Single Family Residential,8430 Outlook Ave,Oakland,CA,94605-4135,650000,3,2.5,Toler Heights,1584,13740,1960,53,410,,Active,,,http://www.redfin.com/CA/Oakland/8430-Outlook-Ave-94605/home/1628779,Bridge MLS,40838715,N,Y,37.763077,-122.1591047
MLS Listing,,Single Family Residential,1437 77Th Ave,Oakland,CA,94621,399000,2,1.0,East Oakland,885,2500,1926,54,451,,Active,,,http://www.redfin.com/CA/Oakland/1437-77th-Ave-94621/home/1881989,Bridge MLS,40838450,N,Y,37.7586355,-122.1836403
MLS Listing,,Single Family Residential,1170 Ocean Ave,Oakland,CA,94608,600000,2,1.0,Emeryville,882,3924,1910,54,680,,Active,,,http://www.redfin.com/CA/Oakland/1170-Ocean-Ave-94608/home/1416942,Bridge MLS,40838371,N,Y,37.8469667,-122.2867215
MLS Listing,,Single Family Residential,1831 Drake Dr,Oakland,CA,94611,1695000,5,4.0,Montclair,3051,7215,1937,55,556,,Active,November-11-2018 02:00 PM,November-11-2018 04:30 PM,http://www.redfin.com/CA/Oakland/1831-Drake-Dr-94611/home/617703,Bridge MLS,40838242,N,Y,37.8304907,-122.2072836
MLS Listing,,Single Family Residential,16 Observation Pl,Oakland,CA,94611-1009,1490000,4,3.0,Montclair Hills,3163,11326,1999,55,471,,Active,,,http://www.redfin.com/CA/Oakland/16-Observation-Pl-94611/home/1447407,Bridge MLS,40838220,N,Y,37.848525,-122.2030497
MLS Listing,,Single Family Residential,1180 61st Ave,Oakland,CA,94621,388000,2,1.0,East Oakland,836,4000,1922,55,464,,Active,,,http://www.redfin.com/CA/Oakland/1180-61st-Ave-94621/home/1571972,Bridge MLS,40838210,N,Y,37.7614962,-122.2016309
MLS Listing,,Single Family Residential,470 61st St,Oakland,CA,94609,945000,3,2.0,Lower Rockridge,1000,3168,1922,55,945,,Active,,,http://www.redfin.com/CA/Oakland/470-61st-St-94609/home/531903,Bridge MLS,40838132,N,Y,37.8475202,-122.2600937
